CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus,Income_scaled,SpendingScore_scaled,PurchaseFrequency_scaled,Cluster_Description,Cluster
220,Male,52162.0,11.0,High School,Divorced,6.0,Beauty,29.0,Student,1.0,563.0,High,Medium,Installments,No,0.12537450529773206,-1.3765265204103307,-1.0738755664046722,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
221,Female,33331.0,79.0,High School,Married,5.0,Fashion,73.0,Unemployed,3.0,549.0,High,Low,PayPal,No,-1.1377306178547624,1.0007417723038772,-1.1934447050348862,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
222,Female,53503.0,56.0,High School,Single,15.0,Furniture,22.0,Employed,2.0,418.0,Medium,Low,Credit Card,No,0.2153232053214958,0.1966657321211304,0.0022466812672556897,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
223,Male,67505.0,4.0,Bachelor,Single,24.0,Beauty,74.0,Employed,4.0,411.0,Medium,Low,PayPal,Yes,1.1545191022139192,-1.621245315248558,1.0783689289391836,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
224,Male,67326.0,77.0,High School,Single,15.0,Groceries,27.0,Employed,3.0,344.0,Medium,Medium,PayPal,No,1.142512527042962,0.9308221166358123,0.0022466812672556897,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
225,Female,45829.0,82.0,Bachelor,Married,14.0,Groceries,70.0,Student,4.0,361.0,Low,Low,Credit Card,Yes,-0.29941678273395755,1.1056212558059746,-0.11732245736295852,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
226,Male,57792.0,39.0,Master,Divorced,20.0,Beauty,49.0,Unemployed,1.0,551.0,Medium,Low,Credit Card,No,0.5030114785518632,-0.3976513410574216,0.6000923744183266,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
227,Male,47566.0,20.0,Master,Single,6.0,Groceries,34.0,Employed,4.0,789.0,Medium,Medium,Credit Card,No,-0.18290605048841121,-1.0618880699040385,-1.0738755664046722,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
228,Male,65978.0,24.0,High School,Single,4.0,Groceries,19.0,Employed,2.0,699.0,Low,Medium,PayPal,No,1.052094296146591,-0.9220487585679087,-1.3130138436651004,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
230,Female,32602.0,89.0,Master,Single,12.0,Groceries,14.0,Employed,2.0,550.0,Medium,Low,Cash,No,-1.1866289044448621,1.3503400506442018,-0.3564607346233869,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
231,Male,47704.0,51.0,Bachelor,Married,27.0,Groceries,95.0,Student,2.0,365.0,Medium,High,Credit Card,No,-0.17364958471415365,0.021866592950968038,1.437076344829826,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
232,Male,40148.0,89.0,Master,Single,23.0,Beauty,71.0,Unemployed,5.0,704.0,High,High,Credit Card,No,-0.6804746237742273,1.3503400506442018,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
233,Male,48572.0,26.0,Master,Married,22.0,Fashion,53.0,Employed,2.0,456.0,Medium,Low,Credit Card,No,-0.11542775651085244,-0.8521291028998437,0.8392306516787551,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
234,Female,32710.0,33.0,High School,Single,19.0,Fashion,17.0,Employed,5.0,408.0,Low,Medium,Credit Card,No,-1.1793847138389213,-0.6074103080616164,0.4805232357881125,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
235,Female,48219.0,54.0,Bachelor,Single,27.0,Fashion,25.0,Unemployed,3.0,389.0,Medium,Low,Credit Card,No,-0.1391055276580475,0.12674607645306543,1.437076344829826,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
236,Male,47686.0,74.0,Master,Single,11.0,Electronics,99.0,Employed,5.0,644.0,Low,Low,PayPal,No,-0.17485694981514377,0.8259426331337149,-0.47602987325360113,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
237,Female,48100.0,92.0,Bachelor,Married,10.0,Fashion,39.0,Employed,5.0,498.0,High,Medium,Credit Card,No,-0.14708755249237107,1.4552195341462992,-0.5955990118838153,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
238,Male,53805.0,29.0,PhD,Single,5.0,Groceries,35.0,Employed,1.0,588.0,Low,Medium,Credit Card,Yes,0.23558010868255222,-0.7472496193977463,-1.1934447050348862,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
239,Female,26870.0,60.0,Bachelor,Married,17.0,Electronics,39.0,Employed,3.0,694.0,Low,High,Credit Card,No,-1.5711076132712705,0.33650504345726023,0.2413849585276841,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
240,Male,61708.0,46.0,High School,Married,10.0,Beauty,17.0,Student,2.0,650.0,High,Medium,Cash,Yes,0.7656804638561576,-0.1529325462191943,-0.5955990118838153,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
241,Female,62594.0,87.0,High School,Married,20.0,Fashion,10.0,Employed,5.0,557.0,Medium,Medium,PayPal,Yes,0.8251096571604489,1.280420394976137,0.6000923744183266,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
242,Male,71086.0,54.0,High School,Single,8.0,Electronics,59.0,Employed,2.0,524.0,Medium,Low,Cash,Yes,1.3947176814720086,0.12674607645306543,-0.8347372891442437,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng ít. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",1
243,Female,48546.0,46.0,Bachelor,Divorced,29.0,Furniture,18.0,Retired,2.0,569.0,Medium,Low,Cash,Yes,-0.11717172832339372,-0.1529325462191943,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",4
244,Male,53903.0,8.0,Bachelor,Single,29.0,Furniture,36.0,Student,2.0,584.0,High,Medium,PayPal,No,0.24215354089905397,-1.4814060039124282,1.6762146220902545,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
245,Male,65688.0,31.0,High School,Married,23.0,Groceries,27.0,Employed,4.0,381.0,Low,Medium,PayPal,No,1.0326423028528613,-0.6773299637296814,0.9587997903089693,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
246,Female,39467.0,98.0,PhD,Single,25.0,Beauty,97.0,Employed,3.0,646.0,Low,High,PayPal,No,-0.7261532700950201,1.664978501150494,1.1979380675693976,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
247,Female,57375.0,15.0,High School,Single,24.0,Sports,80.0,Student,2.0,731.0,High,High,Credit Card,No,0.4750408537122588,-1.236687209074201,1.0783689289391836,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
248,Male,38948.0,87.0,Bachelor,Single,12.0,Furniture,18.0,Employed,5.0,769.0,Medium,High,Credit Card,No,-0.7609656305069018,1.280420394976137,-0.3564607346233869,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
249,Male,57757.0,49.0,Bachelor,Single,11.0,Beauty,51.0,Employed,3.0,507.0,High,Medium,Installments,No,0.5006638241888268,-0.0480530627170969,-0.47602987325360113,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
250,Male,55889.0,77.0,Bachelor,Single,3.0,Groceries,63.0,Employed,3.0,756.0,Medium,Low,Installments,No,0.37536615704163023,0.9308221166358123,-1.4325829822953147,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
251,Female,36562.0,9.0,Bachelor,Married,27.0,Electronics,3.0,Retired,3.0,386.0,High,Medium,PayPal,No,-0.9210085822270363,-1.4464461760783958,1.437076344829826,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
252,Female,57660.0,65.0,Bachelor,Single,18.0,Beauty,79.0,Employed,1.0,317.0,Medium,Medium,Cash,No,0.494157467811269,0.5113041826274226,0.3609540971578983,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
253,Male,43428.0,17.0,Bachelor,Married,1.0,Beauty,100.0,Employed,5.0,817.0,Medium,Medium,Installments,No,-0.4604658720382504,-1.166767553406136,-1.6717212595557431,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
254,Female,47572.0,80.0,Master,Married,6.0,Electronics,78.0,Retired,4.0,828.0,High,Medium,Credit Card,Yes,-0.18250359545474784,1.0357016001379096,-1.0738755664046722,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
255,Male,62218.0,80.0,Bachelor,Single,8.0,Furniture,78.0,Employed,5.0,728.0,Medium,High,PayPal,No,0.7998891417175442,1.0357016001379096,-0.8347372891442437,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
256,Female,66158.0,82.0,Bachelor,Divorced,8.0,Sports,94.0,Student,4.0,675.0,High,Low,Credit Card,No,1.0641679471564922,1.1056212558059746,-0.8347372891442437,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
257,Female,56224.0,20.0,Bachelor,Single,16.0,Furniture,75.0,Employed,1.0,768.0,Medium,Low,Credit Card,No,0.3978365630878352,-1.0618880699040385,0.1218158198974699,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
258,Male,50193.0,51.0,Bachelor,Married,4.0,Furniture,11.0,Unemployed,2.0,516.0,High,Medium,Installments,No,-0.006697821582797991,0.021866592950968038,-1.3130138436651004,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
259,Male,60576.0,7.0,Master,Single,5.0,Sports,44.0,Employed,2.0,821.0,Medium,High,PayPal,No,0.6897506141716679,-1.5163658317464606,-1.1934447050348862,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
260,Female,45118.0,60.0,Bachelor,Divorced,29.0,Fashion,84.0,Employed,5.0,458.0,Low,Medium,Credit Card,Yes,-0.3471077042230672,0.33650504345726023,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
261,Female,63429.0,93.0,High School,Single,27.0,Sports,77.0,Employed,4.0,436.0,Low,Low,Cash,No,0.8811179826786015,1.4901793619803319,1.437076344829826,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
262,Female,40738.0,9.0,Bachelor,Single,5.0,Beauty,11.0,Employed,4.0,842.0,Low,Medium,Credit Card,Yes,-0.640899878797329,-1.4464461760783958,-1.1934447050348862,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
263,Male,46735.0,78.0,Master,Single,10.0,Fashion,71.0,Employed,5.0,335.0,Low,Medium,Credit Card,No,-0.2386460726507883,0.9657819444698447,-0.5955990118838153,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
264,Male,36064.0,98.0,High School,Married,27.0,Sports,35.0,Employed,3.0,662.0,Medium,High,Cash,Yes,-0.9544123500210961,1.664978501150494,1.437076344829826,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
265,Female,48738.0,73.0,Bachelor,Married,16.0,Groceries,62.0,Employed,1.0,334.0,Medium,Medium,Cash,No,-0.1042931672461658,0.7909828052996823,0.1218158198974699,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
266,Female,72740.0,38.0,Master,Single,18.0,Beauty,26.0,Employed,2.0,455.0,Low,Low,Credit Card,No,1.5056611190852116,-0.43261116889145407,0.3609540971578983,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng trung bình. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",2
267,Female,72853.0,22.0,High School,Married,5.0,Groceries,92.0,Employed,2.0,490.0,Medium,Medium,Credit Card,No,1.5132406888858718,-0.9919684142359736,-1.1934447050348862,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
268,Male,74424.0,41.0,Bachelor,Married,4.0,Electronics,56.0,Employed,2.0,625.0,Low,Medium,Cash,No,1.6186168318667316,-0.32773168538935665,-1.3130138436651004,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng ít. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",1
269,Female,40384.0,68.0,Bachelor,Single,29.0,Electronics,6.0,Employed,5.0,410.0,High,Medium,Credit Card,No,-0.664644725783468,0.61618366612952,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
270,Female,90614.0,20.0,Bachelor,Married,9.0,Electronics,50.0,Employed,5.0,664.0,Medium,Medium,Credit Card,No,2.704574664368398,-1.0618880699040385,-0.7151681505140295,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
271,Male,67747.0,52.0,Bachelor,Single,4.0,Fashion,77.0,Unemployed,4.0,539.0,Low,Medium,PayPal,No,1.170751455238342,0.056826420785000505,-1.3130138436651004,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
273,Male,53740.0,99.0,Master,Divorced,23.0,Furniture,48.0,Employed,5.0,611.0,Low,Medium,Credit Card,Yes,0.231220179151199,1.6999383289845265,0.9587997903089693,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
274,Female,26568.0,21.0,Bachelor,Divorced,23.0,Electronics,71.0,Employed,2.0,841.0,High,Low,Installments,No,-1.591364516632327,-1.026928242070006,0.9587997903089693,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
275,Female,40603.0,27.0,High School,Married,21.0,Furniture,20.0,Unemployed,1.0,592.0,Medium,Low,Credit Card,Yes,-0.649955117054755,-0.8171692750658113,0.7196615130485409,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
276,Female,43737.0,50.0,High School,Single,19.0,Fashion,14.0,Unemployed,1.0,813.0,Low,Medium,Installments,No,-0.43973943780458674,-0.013093234883064433,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",4
277,Female,47765.0,97.0,Master,Married,22.0,Groceries,34.0,Unemployed,1.0,561.0,High,Low,Cash,No,-0.16955795853857603,1.6300186733164617,0.8392306516787551,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
278,Male,43591.0,76.0,High School,Married,19.0,Beauty,91.0,Employed,5.0,306.0,High,Medium,Credit Card,No,-0.4495325102903954,0.8958622888017798,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
279,Female,49582.0,74.0,Master,Single,28.0,Electronics,13.0,Unemployed,1.0,494.0,Medium,Medium,Credit Card,Yes,-0.047681159177518084,0.8259426331337149,1.5566454834600403,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
280,Female,57172.0,2.0,PhD,Married,8.0,Electronics,21.0,Student,2.0,362.0,Low,Medium,Credit Card,No,0.46142445840664803,-1.691164970916623,-0.8347372891442437,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
281,Female,51134.0,87.0,Master,Married,9.0,Beauty,43.0,Student,5.0,845.0,Medium,Medium,Credit Card,Yes,0.056420542863407586,1.280420394976137,-0.7151681505140295,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
282,Male,46997.0,23.0,Bachelor,Single,16.0,Sports,79.0,Retired,3.0,588.0,High,Medium,Credit Card,No,-0.22107220284748771,-0.9570085864019411,0.1218158198974699,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
283,Female,46092.0,22.0,Bachelor,Single,29.0,Groceries,8.0,Employed,3.0,776.0,Low,Medium,Credit Card,No,-0.28177583709171306,-0.9919684142359736,1.6762146220902545,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
284,Female,71261.0,71.0,High School,Married,12.0,Sports,100.0,Employed,5.0,731.0,Medium,Medium,PayPal,Yes,1.4064559532871903,0.7210631496316174,-0.3564607346233869,"Thu nhập cao, chi tiêu cao, tần suất mua hàng trung bình. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
285,Female,44205.0,93.0,Bachelor,Married,13.0,Electronics,89.0,Unemployed,5.0,463.0,Low,Low,Credit Card,No,-0.40834794517884365,1.4901793619803319,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
286,Female,61681.0,70.0,Bachelor,Single,2.0,Furniture,6.0,Retired,4.0,659.0,Medium,Low,PayPal,No,0.7638694162046724,0.6861033217975849,-1.552152120925529,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
287,Male,50324.0,71.0,High School,Married,18.0,Beauty,19.0,Student,3.0,399.0,Medium,Medium,Installments,No,0.002089113318852307,0.7210631496316174,0.3609540971578983,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
288,Female,22020.0,15.0,Master,Married,24.0,Sports,38.0,Employed,3.0,427.0,Low,High,Cash,Yes,-1.8964254321491631,-1.236687209074201,1.0783689289391836,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
289,Female,84802.0,39.0,High School,Married,16.0,Furniture,52.0,Employed,1.0,377.0,High,Medium,Credit Card,No,2.314729888426478,-0.3976513410574216,0.1218158198974699,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng trung bình. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",2
290,Male,68484.0,10.0,Master,Married,20.0,Beauty,89.0,Employed,5.0,576.0,Medium,High,Credit Card,Yes,1.2201863485399929,-1.4114863482443631,0.6000923744183266,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
291,Female,83960.0,35.0,High School,Married,15.0,Electronics,79.0,Employed,5.0,619.0,Medium,Low,Credit Card,No,2.2582520320357182,-0.5374906523935514,0.0022466812672556897,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng trung bình. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",2
292,Male,63254.0,95.0,High School,Single,10.0,Groceries,85.0,Employed,3.0,464.0,Medium,High,Installments,No,0.8693797108634199,1.5600990176483966,-0.5955990118838153,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
293,Male,50822.0,13.0,High School,Married,4.0,Furniture,50.0,Employed,4.0,582.0,High,Medium,Cash,Yes,0.03549288111291222,-1.3066068647422657,-1.3130138436651004,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
294,Female,58621.0,64.0,Bachelor,Single,21.0,Fashion,86.0,Employed,5.0,598.0,Low,Low,PayPal,No,0.5586173490363525,0.47634435479339016,0.7196615130485409,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
295,Male,42839.0,53.0,Bachelor,Married,6.0,Furniture,86.0,Retired,4.0,350.0,High,High,PayPal,No,-0.4999735411762048,0.09178624861903298,-1.0738755664046722,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
296,Female,37230.0,62.0,Bachelor,Single,6.0,Groceries,8.0,Employed,3.0,635.0,Medium,Medium,Installments,No,-0.8762019218125141,0.4064246991253252,-1.0738755664046722,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
297,Male,81429.0,38.0,High School,Married,9.0,Groceries,23.0,Employed,5.0,345.0,Low,Low,PayPal,No,2.0884830836687187,-0.43261116889145407,-0.7151681505140295,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
298,Male,45722.0,7.0,High School,Single,20.0,Furniture,40.0,Employed,3.0,441.0,Low,Low,PayPal,No,-0.30659389750095434,-1.5163658317464606,0.6000923744183266,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
299,Male,52089.0,23.0,High School,Single,15.0,Furniture,55.0,Student,2.0,492.0,Medium,Medium,Cash,No,0.1204779690548277,-0.9570085864019411,0.0022466812672556897,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
300,Female,57064.0,66.0,Bachelor,Single,9.0,Furniture,93.0,Employed,1.0,507.0,Low,High,PayPal,No,0.4541802678007073,0.5462640104614551,-0.7151681505140295,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
301,Male,46485.0,6.0,Bachelor,Married,18.0,Fashion,11.0,Retired,5.0,835.0,Medium,High,Cash,No,-0.25541503238676216,-1.5513256595804932,0.3609540971578983,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
302,Female,64454.0,39.0,PhD,Divorced,14.0,Groceries,35.0,Employed,3.0,399.0,Low,Medium,Credit Card,No,0.9498707175960943,-0.3976513410574216,-0.11732245736295852,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
303,Female,48506.0,95.0,PhD,Single,15.0,Sports,33.0,Employed,2.0,788.0,Low,Medium,Installments,Yes,-0.11985476188114953,1.5600990176483966,0.0022466812672556897,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
