CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus
613,Female,31390,27,Bachelor,Married,16,Beauty,19,Student,2,673,High,Medium,Credit Card,No
614,Female,48948,1,Master,Single,11,Fashion,47,Employed,1,487,High,High,Cash,No
615,Male,36279,93,High School,Married,4,Groceries,34,Retired,4,452,Medium,Medium,PayPal,Yes
616,Male,39606,96,Bachelor,Married,24,Fashion,51,Employed,2,602,High,Medium,Credit Card,No
617,Male,65956,43,Master,Married,10,Fashion,3,Employed,3,461,Low,Medium,Credit Card,No
618,Male,43277,29,Master,Single,9,Fashion,95,Employed,1,346,Low,Medium,PayPal,No
619,Female,8920,98,High School,Single,13,Beauty,33,Employed,5,503,Low,Low,Credit Card,Yes
620,Male,47504,36,High School,Single,20,Beauty,29,Student,1,406,Medium,Low,Cash,No
621,Female,71209,95,High School,Married,6,Fashion,84,Student,5,632,Low,Medium,Cash,Yes
622,Male,55394,48,Master,Single,9,Groceries,46,Employed,1,637,Low,Medium,Credit Card,Yes
623,Male,63854,16,High School,Single,16,Groceries,74,Student,4,645,Low,High,Cash,
624,Female,40836,98,High School,Single,7,Fashion,87,Employed,2,578,Low,Medium,Credit Card,No
625,Female,59552,92,Bachelor,Married,5,Electronics,86,Retired,4,593,Medium,Medium,Credit Card,No
626,Male,43125,12,Master,Single,8,Fashion,55,Unemployed,5,417,High,High,Credit Card,No
627,Female,54790,14,Bachelor,Single,1,Sports,2,Student,2,644,High,High,Cash,Yes
628,Male,67584,99,Master,Divorced,9,Beauty,26,Employed,1,711,High,Medium,Credit Card,No
629,Female,33876,64,Master,Married,19,Furniture,49,Student,4,676,High,High,Credit Card,No
630,Female,23041,89,Bachelor,Married,23,Furniture,22,Employed,1,819,Medium,Medium,Credit Card,No
631,Female,43686,65,High School,Single,3,Fashion,80,Student,1,715,Low,High,Installments,Yes
632,Male,54937,67,High School,Single,,Furniture,79,Employed,5,387,High,Medium,Cash,No
633,Female,74707,78,Bachelor,Single,15,Fashion,80,Employed,4,811,High,High,Cash,Yes
634,Female,51314,83,High School,Single,21,Fashion,74,Student,3,434,Medium,Medium,Credit Card,No
635,Male,59397,4,High School,Divorced,22,Fashion,93,Employed,1,440,Medium,High,Credit Card,No
636,Female,39707,25,High School,Single,2,Electronics,78,Employed,2,709,High,Low,Cash,No
637,Male,40127,88,Bachelor,Divorced,16,Electronics,13,Employed,3,637,Medium,Low,Credit Card,Yes
638,Female,55198,40,Master,Single,24,Sports,24,Student,4,616,Medium,Medium,Cash,Yes
639,Male,73818,95,Bachelor,Single,1,Beauty,43,Student,4,605,High,Medium,Installments,Yes
640,Female,50361,89,High School,Married,23,Furniture,30,Employed,5,776,Low,Medium,Cash,Yes
641,Female,53987,26,High School,Married,6,Electronics,65,Student,2,413,Low,High,Cash,No
642,Male,39772,74,Bachelor,Single,1,Furniture,90,Retired,1,309,Low,Low,PayPal,No
643,Male,41534,62,Master,Married,8,Electronics,44,Employed,4,772,Low,Low,Credit Card,No
644,Male,66814,17,High School,Married,9,Sports,69,Employed,2,846,High,Low,Cash,No
645,Male,28167,6,High School,Single,20,Sports,48,Student,4,521,Medium,Medium,Credit Card,No
646,Male,38564,2,Master,Married,8,Furniture,12,Employed,2,736,Low,Medium,Cash,No
647,Male,46411,27,Master,Single,5,Fashion,68,Student,5,364,Medium,High,Installments,Yes
648,Male,51633,13,Bachelor,Single,4,Fashion,34,Student,4,332,Medium,Low,Cash,No
649,Male,48651,74,Bachelor,Single,25,Sports,37,Student,1,615,Medium,Medium,PayPal,No
650,Male,61860,67,High School,Divorced,9,Furniture,97,Employed,4,451,High,Medium,Credit Card,No
651,Female,94343,32,High School,Married,26,Fashion,35,Employed,3,570,High,Medium,Cash,No
652,Male,34144,61,Bachelor,Single,28,Beauty,78,Retired,5,833,Low,Medium,Cash,No
653,Male,54089,91,Bachelor,Married,11,Beauty,10,Unemployed,1,795,Low,Low,Cash,Yes
654,Male,39923,62,High School,Single,9,Sports,94,Student,4,840,Low,Medium,Credit Card,No
655,Female,63931,56,Master,Married,18,Furniture,8,Employed,3,469,Medium,Low,Credit Card,No
656,Male,77619,12,High School,Married,11,Furniture,35,Unemployed,3,524,Medium,Medium,Credit Card,No
657,Male,49162,89,Bachelor,Divorced,7,Beauty,70,Employed,2,344,Medium,Low,Cash,No
658,Male,65055,96,High School,Single,18,Beauty,66,Student,5,774,Low,High,PayPal,No
659,Male,35490,77,High School,Single,17,Groceries,12,Retired,1,812,Low,Medium,Credit Card,No
660,Male,69007,94,Bachelor,Married,2,Electronics,15,Unemployed,5,809,Low,Medium,Installments,No
661,Male,75873,67,Bachelor,Single,16,Groceries,25,Employed,1,527,Medium,Medium,Installments,No
662,Female,48036,78,Bachelor,Divorced,19,Groceries,6,Employed,4,525,Low,High,PayPal,No
663,Female,60060,12,Master,Single,7,Sports,63,Employed,4,590,High,Low,Credit Card,No
664,Female,31297,15,Master,Married,2,Groceries,80,Employed,2,348,Medium,High,PayPal,No
665,Female,40699,32,High School,Married,5,Electronics,33,Student,4,406,High,Medium,PayPal,Yes
666,Female,58163,87,Bachelor,Married,17,Beauty,42,Employed,4,636,Low,Medium,PayPal,Yes
667,Female,85601,63,Master,Single,1,Electronics,65,Student,2,763,High,Medium,Cash,No
668,Male,22708,50,Master,Married,25,Fashion,28,Employed,4,626,High,Low,Cash,No
669,Female,52907,54,High School,Single,16,Fashion,63,Retired,5,577,Medium,Low,Credit Card,No
670,Male,68953,54,Master,Married,19,Furniture,13,Student,4,379,Low,Medium,Credit Card,No
671,Female,77451,99,High School,Married,4,Fashion,98,Employed,2,750,Low,Low,Credit Card,No
672,Male,46996,86,Bachelor,Single,7,Sports,18,Unemployed,3,802,Medium,High,Installments,No
673,Female,69434,75,PhD,Single,26,Furniture,65,Employed,1,827,Medium,Medium,Credit Card,Yes
674,Female,61106,65,Bachelor,Single,15,Groceries,92,Employed,5,799,High,High,Cash,No
675,Male,76651,96,Bachelor,Single,23,Electronics,20,Employed,1,755,High,Low,Cash,No
676,Female,47033,30,Master,Single,17,Sports,4,Unemployed,4,819,Medium,High,Cash,No
677,Male,51466,34,Master,Married,14,Beauty,89,Student,5,569,Low,High,Credit Card,No
678,Male,40715,37,Bachelor,Single,28,Groceries,74,Employed,4,463,High,Medium,Credit Card,Yes
679,Female,45583,43,Bachelor,Single,18,Sports,38,Student,2,850,Medium,Low,Credit Card,No
680,Male,45496,4,Master,Single,27,Fashion,84,Employed,1,312,Low,Medium,Cash,No
681,Male,37782,68,High School,Single,5,Beauty,37,Employed,1,754,Low,High,Cash,No
682,Male,76950,26,High School,Single,16,Groceries,87,Unemployed,5,452,Medium,Medium,Credit Card,Yes
683,Female,50949,73,Master,Married,29,Groceries,36,Retired,5,825,Medium,High,PayPal,No
684,Male,42795,4,Master,Single,26,Groceries,12,Unemployed,5,570,Medium,Medium,PayPal,No
685,Female,43988,88,High School,Married,15,Beauty,87,Employed,3,613,Medium,Medium,Cash,No
686,Female,26794,95,High School,Single,12,Electronics,28,Employed,2,344,Medium,High,Credit Card,No
687,Male,59170,76,Bachelor,Divorced,1,Sports,44,Employed,5,464,Low,Low,Credit Card,No
688,Male,37041,8,Master,Single,22,Fashion,21,Employed,5,369,Medium,Medium,Installments,No
689,Female,40807,89,High School,Single,24,Electronics,80,Employed,1,391,High,Medium,Cash,No
690,Female,67061,67,Master,Married,22,Beauty,33,Employed,4,359,High,Medium,Cash,No
691,Female,41952,6,Master,Single,10,Electronics,77,Employed,5,376,Low,Medium,PayPal,No
692,Female,56897,35,Bachelor,Single,18,Electronics,99,Student,2,422,High,High,PayPal,Yes
693,Male,41731,86,High School,Married,21,Beauty,23,Employed,5,500,Medium,High,Cash,No
694,Female,42363,71,Master,Married,22,Fashion,93,Employed,2,663,Low,Medium,Cash,No
695,Female,40557,36,Bachelor,Married,4,Groceries,1,Student,4,501,Low,High,Credit Card,Yes
696,Male,47260,97,High School,Single,4,Fashion,4,Employed,5,426,High,Medium,Credit Card,No
697,Female,29166,31,High School,Single,20,Groceries,65,Unemployed,4,493,Low,Medium,Cash,No
698,Male,61436,100,High School,Divorced,4,Fashion,51,Employed,4,781,Low,Medium,Credit Card,No
699,Male,92136,45,High School,Married,24,Groceries,36,Student,1,563,High,High,Installments,No
700,Male,58929,26,Bachelor,Single,22,Beauty,11,Employed,4,330,Medium,Medium,Cash,No
701,Female,36161,37,Bachelor,Single,27,Furniture,9,Employed,1,520,Medium,Medium,PayPal,No
702,Male,60135,82,High School,Married,23,Electronics,44,Employed,3,462,High,Medium,Credit Card,Yes
703,Male,26843,32,High School,Married,2,Beauty,30,Employed,2,516,High,Medium,Installments,No
704,Female,38472,75,Bachelor,Married,5,Electronics,79,Student,3,702,Low,Medium,Credit Card,No
705,Male,43429,91,Bachelor,Married,19,Sports,61,Employed,3,400,Medium,Low,PayPal,Yes
706,Male,65677,79,PhD,Single,16,Groceries,12,Student,2,371,Medium,Medium,Cash,No
707,Male,60473,36,Bachelor,Married,2,Electronics,3,Retired,5,454,High,Medium,Credit Card,No
708,Male,28585,98,PhD,Married,27,Fashion,36,Student,5,418,High,Medium,Credit Card,Yes
709,Male,62214,59,Bachelor,Divorced,25,Groceries,71,Employed,4,744,Low,High,Credit Card,Yes
710,Male,41670,45,Master,Single,10,Sports,68,Employed,5,596,Low,High,PayPal,No
711,Male,59122,29,High School,Single,21,Groceries,82,Employed,5,718,High,High,Credit Card,Yes
712,Female,38612,24,Master,Married,1,Sports,58,Unemployed,2,646,Medium,Low,PayPal,Yes
713,Male,48411,4,Bachelor,Single,28,Groceries,18,Employed,3,587,Medium,Medium,Credit Card,No
714,Female,37625,28,Bachelor,Married,24,Electronics,86,Employed,5,620,Medium,High,Credit Card,No
715,Male,48459,53,Bachelor,Divorced,7,Furniture,54,Employed,2,334,Medium,Low,PayPal,No
716,Male,32203,26,Master,Married,25,Groceries,14,Employed,2,355,Low,Medium,Credit Card,No
717,Male,37198,83,Bachelor,Married,27,Electronics,48,Retired,3,791,Medium,Medium,Installments,Yes
718,Male,40464,26,High School,Single,19,Groceries,31,Employed,4,341,High,Medium,Cash,No
719,Female,35443,6,Master,Single,25,Furniture,80,Unemployed,3,742,Medium,Low,Credit Card,No
720,Male,44316,35,Bachelor,Married,8,Beauty,51,Employed,3,400,Medium,Low,Credit Card,No
721,Female,51256,18,Bachelor,Single,26,Groceries,99,Employed,3,666,High,Low,PayPal,No
722,Female,69900,56,Bachelor,Single,28,Fashion,83,Employed,1,518,Low,Medium,Cash,No
723,Male,33208,17,Master,Divorced,11,Fashion,71,Retired,5,526,Low,Medium,Installments,No
724,Male,34435,58,PhD,Single,4,Furniture,70,Student,5,767,Medium,Low,Cash,No
725,Male,50501,90,High School,Married,6,Electronics,51,Unemployed,1,500,High,Medium,PayPal,No
726,Male,25465,31,High School,Single,17,Sports,71,Employed,2,809,Medium,High,Credit Card,No
727,Female,53665,56,Bachelor,Single,13,Fashion,54,Employed,2,512,Medium,Medium,PayPal,No
728,Female,50232,89,High School,Single,18,Groceries,42,Employed,2,491,Medium,High,Installments,No
729,Male,58173,6,Bachelor,Married,20,Beauty,76,Employed,2,455,Low,Medium,Cash,No
730,Male,83563,64,Bachelor,Married,22,Electronics,65,Employed,1,323,Medium,Medium,PayPal,No
731,Male,50878,64,High School,Single,20,Furniture,96,Unemployed,4,333,Low,Medium,Cash,No
732,Female,41895,7,Bachelor,Married,28,Groceries,76,Employed,2,701,High,Medium,Credit Card,No
733,Male,64433,12,High School,Married,5,Groceries,1,Student,2,820,Medium,Low,Cash,No
734,Female,49815,76,Master,Married,27,Electronics,91,Unemployed,5,532,Medium,Low,Credit Card,No
735,Female,47540,27,High School,Married,17,Sports,22,Employed,2,464,Medium,Low,Cash,Yes
736,Female,76808,61,Bachelor,Single,15,Beauty,29,Employed,1,706,Medium,Medium,PayPal,No
737,Male,61260,8,High School,Single,3,Groceries,95,Employed,3,639,Low,Medium,Credit Card,Yes
738,Female,35726,47,Bachelor,Married,28,Beauty,21,Employed,2,814,Medium,Low,Cash,No
739,Female,36173,52,Bachelor,Single,6,Fashion,73,Employed,4,751,Medium,Low,PayPal,No
740,Female,29970,32,Bachelor,Married,26,Electronics,68,Employed,3,361,High,,Credit Card,No
741,Male,33493,75,High School,Divorced,18,Groceries,30,Employed,4,361,High,Medium,Credit Card,No
742,Female,66925,85,High School,Single,21,Fashion,52,Employed,5,564,High,Medium,Credit Card,No
743,Female,42376,60,Bachelor,Married,1,Furniture,73,Employed,2,561,Low,Low,PayPal,No
744,Male,23214,31,Master,Married,26,Groceries,86,Student,2,748,Low,High,Credit Card,Yes
745,Female,56864,50,High School,Divorced,8,Sports,52,Employed,5,503,Low,Medium,Credit Card,No
746,Male,52539,82,High School,Divorced,16,Sports,66,Employed,5,374,Low,High,Credit Card,No
747,Female,43274,38,Master,Married,8,Beauty,67,Student,1,357,High,High,Cash,No
748,Female,40450,51,High School,Single,15,Sports,37,Employed,3,352,Low,Medium,Credit Card,No
749,Male,50265,59,Bachelor,Single,13,Fashion,76,Retired,3,442,Low,Medium,Cash,No
750,Male,51099,60,Bachelor,Single,11,Fashion,53,Retired,2,842,Medium,Low,Credit Card,Yes
751,Male,56024,16,Bachelor,Married,17,Electronics,68,Employed,5,319,Medium,Medium,Cash,Yes
752,Male,23767,64,High School,Single,23,Furniture,6,Employed,4,512,Low,Medium,Credit Card,No
753,Male,33523,36,PhD,Divorced,3,Fashion,95,Employed,4,321,Medium,Medium,Credit Card,No
754,Female,43283,48,Bachelor,Married,13,Fashion,81,Employed,2,560,Low,Low,Credit Card,No
755,Female,29992,99,High School,Single,11,Beauty,98,Employed,5,339,Medium,Low,Credit Card,No
756,Male,57159,27,Master,Single,21,Groceries,42,Retired,3,519,Medium,Low,Cash,No
757,Female,60127,62,High School,Single,4,Furniture,63,Employed,1,534,Low,High,Credit Card,No
758,Male,40900,58,High School,Divorced,12,Beauty,38,Employed,2,324,High,Medium,Credit Card,No
759,Male,59948,32,Master,Single,18,Electronics,92,Student,2,328,Low,Medium,Credit Card,Yes
760,Female,53403,32,Bachelor,Married,4,Electronics,78,Employed,3,606,High,Medium,Credit Card,No
761,Male,53494,22,High School,Single,1,Sports,59,Employed,2,448,High,Low,Credit Card,No
762,Male,6833,56,Bachelor,Single,16,Beauty,86,Employed,4,362,Low,High,PayPal,Yes
763,Male,47076,90,Bachelor,Married,12,Sports,10,Employed,3,605,Low,Medium,Credit Card,Yes
764,Female,41021,91,High School,Single,29,Sports,38,Employed,5,792,High,High,Credit Card,No
765,Female,47879,51,PhD,Divorced,4,Sports,18,Employed,5,608,Low,Medium,Credit Card,No
766,Male,43616,41,Bachelor,Single,14,Groceries,15,Employed,2,556,Medium,High,Credit Card,No
767,Male,32018,54,Bachelor,Married,11,Beauty,52,Employed,3,687,High,Medium,Credit Card,Yes
768,Female,44979,50,High School,Single,20,Electronics,62,Employed,2,458,Low,Medium,PayPal,No
769,Male,43779,74,Bachelor,Divorced,25,Beauty,16,Employed,2,841,Low,Low,PayPal,No
770,Male,63528,5,High School,Married,25,Sports,66,Employed,5,841,Medium,Low,PayPal,No
771,Male,47890,42,High School,Single,18,Groceries,58,Employed,3,700,Medium,Low,Credit Card,No
772,Female,41431,31,PhD,Single,18,Fashion,35,Employed,2,849,Medium,High,Credit Card,No
773,Female,31298,70,Bachelor,Single,7,Groceries,47,Employed,3,690,Low,Low,Credit Card,No
774,Female,90904,60,Bachelor,Married,26,Electronics,88,Retired,1,818,High,Low,Credit Card,No
775,Female,64923,5,High School,Single,5,Furniture,79,Employed,4,503,High,Medium,PayPal,No
776,Female,52472,39,Master,Single,25,Beauty,7,Employed,2,472,Medium,Medium,Credit Card,No
777,Male,28715,92,Master,Married,18,Fashion,36,Employed,5,468,Low,Low,Cash,Yes
778,Female,27230,24,Master,Single,29,Sports,100,Employed,5,814,Low,High,Cash,No
779,Female,75065,22,Bachelor,Single,20,Groceries,23,Employed,2,803,High,Medium,Credit Card,Yes
780,Female,74169,97,High School,Single,25,Beauty,10,Student,1,368,Low,Low,Credit Card,No
781,Male,54124,29,Master,Single,18,Furniture,27,Employed,2,832,Medium,Medium,Credit Card,No
782,Male,37851,67,High School,Single,15,Fashion,30,Employed,4,512,Medium,Low,Cash,No
783,Female,41766,27,PhD,Married,7,Groceries,71,Employed,5,457,Medium,Medium,PayPal,No
784,Male,36965,81,High School,Single,10,Sports,6,Employed,4,636,Medium,Medium,Credit Card,No
785,Male,81168,41,High School,Married,24,Furniture,58,Retired,1,306,Medium,Medium,Credit Card,Yes
786,Male,46938,88,Bachelor,Single,18,Furniture,32,Student,4,805,High,Medium,Credit Card,Yes
787,Female,62179,3,Master,Married,2,Sports,45,Employed,2,767,Low,Low,Credit Card,No
788,Male,64298,75,Bachelor,Married,6,Electronics,36,Employed,5,690,High,High,Cash,No
789,Male,30728,20,Bachelor,Single,23,Furniture,84,Employed,1,502,Medium,Medium,PayPal,No
790,Female,51183,8,High School,Single,28,Fashion,100,Employed,3,312,High,Medium,Credit Card,No
791,Male,45784,11,Master,Married,25,Groceries,60,Employed,1,446,Low,Low,Cash,No
792,Female,69319,75,Bachelor,Single,3,Fashion,57,Retired,4,444,Medium,Medium,Credit Card,Yes
793,Male,59048,37,Master,Married,16,Electronics,82,Employed,1,498,High,Medium,Cash,Yes
794,Female,49188,93,High School,Single,28,Groceries,36,Unemployed,5,580,Low,Low,Cash,Yes
795,Female,52211,33,High School,Single,20,Beauty,34,Student,2,818,Medium,Medium,Cash,No
796,Male,39711,21,Bachelor,Married,11,Sports,25,Retired,5,821,Medium,High,Cash,No
797,Female,35762,71,Master,Single,16,Electronics,75,Student,1,375,High,Low,Credit Card,No
798,Female,38653,1,Bachelor,Married,24,Groceries,92,Employed,4,571,High,Low,Credit Card,No
799,Female,57429,41,High School,Married,13,Groceries,41,Retired,3,665,High,High,Installments,No
800,Male,63777,40,Bachelor,Single,12,Sports,43,Employed,3,330,High,Medium,Credit Card,No
801,Male,59477,87,High School,Married,22,Furniture,83,Employed,5,744,Medium,Medium,Credit Card,Yes
802,Female,26503,34,High School,Married,18,Beauty,64,Retired,3,641,High,Low,Credit Card,No
803,Male,54854,16,High School,Single,11,Groceries,7,Student,3,635,Medium,Medium,Cash,No
804,Female,59201,97,Master,Divorced,13,Fashion,72,Retired,3,779,Medium,Medium,Credit Card,No
805,Female,75564,15,PhD,Single,2,Furniture,73,Employed,2,767,High,Low,Cash,No
806,Female,29958,70,Bachelor,Married,2,Electronics,40,Employed,3,424,Low,Medium,Credit Card,No
807,Female,66102,99,High School,Married,21,Furniture,83,Employed,2,681,Medium,Low,PayPal,No
808,Female,73907,56,High School,Single,26,Electronics,14,Employed,2,655,Medium,Medium,Installments,No
809,Male,33569,99,Master,Single,10,Electronics,74,Student,5,361,Medium,Low,Cash,No
810,Female,59750,5,Bachelor,Married,2,Furniture,38,Unemployed,1,525,High,Medium,Credit Card,No
811,Female,24583,99,Bachelor,Married,18,Beauty,4,Employed,5,330,High,High,Credit Card,Yes
812,Male,49615,27,High School,Married,19,Beauty,11,Employed,5,532,Medium,Medium,Cash,Yes
813,Female,34419,9,Bachelor,Single,5,Groceries,16,Student,4,687,Medium,Medium,Cash,No
814,Female,60232,13,High School,Single,11,Fashion,47,Unemployed,5,373,Medium,Low,Credit Card,No
815,Female,49254,16,Master,Single,14,Sports,8,Employed,5,507,High,Medium,Installments,No
816,Male,44759,22,Master,Married,25,Electronics,84,Employed,2,839,Medium,High,Installments,No
817,Female,59155,18,High School,Married,26,Furniture,35,Employed,3,424,Medium,High,Credit Card,No
818,Female,37209,93,Bachelor,Single,7,Groceries,84,Student,4,850,High,Low,Credit Card,No
819,Male,50298,31,High School,Single,8,Electronics,7,Employed,3,711,Medium,Low,Installments,No
820,Male,60433,85,Bachelor,Married,19,Electronics,7,Employed,1,781,Medium,Medium,Credit Card,Yes
821,Male,45019,19,Bachelor,Married,28,Beauty,33,Employed,4,849,Low,Medium,Credit Card,No
822,Female,51967,40,High School,Married,12,Fashion,35,Student,1,713,High,,Credit Card,No
823,Female,46177,48,Bachelor,Divorced,25,Groceries,98,Retired,1,359,High,High,Cash,Yes
824,Male,71459,100,High School,Single,8,Beauty,85,Employed,4,372,High,Low,Cash,Yes
825,Female,71181,33,Master,Single,14,Sports,94,Employed,5,622,Medium,Medium,Installments,No
826,Male,,37,PhD,Single,16,Furniture,18,Employed,3,601,Low,Medium,Credit Card,Yes
827,Female,48247,11,High School,Single,13,Fashion,29,Employed,4,780,Medium,Medium,Credit Card,No
828,Female,34842,79,High School,Single,19,Groceries,79,Retired,1,373,High,Medium,Credit Card,No
829,Female,83853,84,High School,Married,9,Furniture,96,Employed,4,602,Low,Medium,Credit Card,No
830,Female,61740,93,Bachelor,Married,13,Sports,83,Employed,2,391,Medium,Medium,Installments,No
831,Male,63516,48,High School,Single,13,Furniture,43,Student,2,564,High,Medium,Credit Card,Yes
832,Male,71396,29,High School,Single,5,Furniture,95,Retired,3,352,Medium,Low,Cash,No
833,Female,49278,72,High School,Single,23,Sports,17,Employed,5,375,Low,Low,Installments,Yes
834,Female,45980,92,Master,Divorced,6,Sports,56,Employed,5,376,Low,Low,Credit Card,Yes
835,Male,72370,55,Master,Married,28,Electronics,94,Employed,4,606,High,Medium,Credit Card,No
836,Male,41878,83,Bachelor,Single,21,Groceries,44,Employed,4,795,High,Medium,Credit Card,Yes
837,Male,47279,32,High School,Single,20,Furniture,74,Employed,1,708,High,High,Credit Card,No
838,Male,54669,19,Bachelor,Single,21,Fashion,48,Employed,2,446,High,Low,Cash,No
839,Male,33760,1,Bachelor,Single,9,Furniture,95,Employed,5,743,Low,Low,Credit Card,No
840,Male,62022,86,PhD,Married,13,Electronics,62,Employed,4,572,Low,Medium,Credit Card,No
841,Female,58247,16,High School,Married,26,Groceries,99,Employed,2,700,High,Medium,Cash,Yes
842,Male,41885,55,High School,Single,13,Furniture,57,Employed,1,552,Low,Low,Cash,Yes
843,Female,67473,83,Master,Single,7,Furniture,66,Employed,1,649,Low,Medium,Cash,Yes
844,Female,32409,29,Master,Married,17,Groceries,69,Employed,4,453,High,Low,PayPal,No
845,Male,44451,45,Master,Married,22,Fashion,99,Employed,2,668,Low,Medium,Credit Card,No
846,Male,72411,19,Master,Single,16,Fashion,89,Retired,4,537,Medium,Medium,PayPal,No
847,Female,48019,99,Bachelor,Single,9,Fashion,51,Employed,4,595,Medium,High,PayPal,Yes
848,Female,27751,23,High School,Single,6,Electronics,63,Unemployed,2,475,Medium,Low,Cash,No
849,Female,53638,4,High School,Single,6,Fashion,56,Employed,5,565,Medium,Low,PayPal,No
850,Female,45780,11,Bachelor,Divorced,5,Beauty,32,Employed,2,332,Medium,Medium,Cash,No
851,Female,57859,23,High School,Divorced,15,Fashion,95,Student,1,456,High,Low,Credit Card,Yes
852,Female,66449,7,Master,Single,1,Sports,90,Employed,1,322,Medium,High,Cash,Yes
853,Male,48994,48,Master,Married,21,Electronics,70,Employed,4,347,High,High,Credit Card,Yes
854,Male,14416,23,High School,Single,5,Groceries,79,Student,5,575,Low,Medium,Credit Card,Yes
855,Male,58385,27,Bachelor,Divorced,23,Beauty,94,Employed,1,749,Low,Medium,Credit Card,No
856,Female,34851,67,Bachelor,Single,11,Beauty,82,Student,1,445,Medium,Low,Installments,Yes
857,Male,57648,69,Bachelor,Single,23,Fashion,58,Employed,1,571,High,Low,Credit Card,No
858,Female,62984,39,Bachelor,Single,14,Fashion,73,Retired,2,729,Medium,Medium,Credit Card,No
859,Male,65940,58,High School,Married,1,Beauty,71,Employed,4,539,Medium,Medium,Credit Card,No
860,Male,62727,2,Master,Single,25,Sports,32,Employed,2,823,High,Low,Installments,No
861,Male,45369,48,Bachelor,Single,24,Sports,3,Student,1,618,Low,Medium,Credit Card,No
862,Male,48242,32,PhD,Single,15,Beauty,21,Student,1,496,Low,Low,PayPal,No
863,Male,56409,32,Bachelor,Married,14,Fashion,5,Unemployed,2,654,Medium,Medium,Credit Card,No
864,Male,62221,74,Bachelor,Married,3,Beauty,24,Student,3,558,Medium,Medium,Installments,Yes
865,Male,35160,61,Master,Married,26,Fashion,92,Employed,1,467,Medium,Medium,Cash,Yes
866,Female,63817,82,Bachelor,Single,29,Furniture,46,Employed,3,425,Medium,Medium,Credit Card,Yes
867,Male,22764,45,High School,Married,16,Groceries,96,Unemployed,4,363,Medium,High,Credit Card,Yes
868,Male,18700,68,Bachelor,Single,7,Electronics,82,Employed,5,382,High,High,Credit Card,Yes
869,Male,25225,52,Bachelor,Married,27,Beauty,73,Employed,2,542,High,High,Installments,No
870,Female,57808,35,Bachelor,Single,26,Groceries,30,Employed,1,435,Medium,Medium,PayPal,Yes
871,Female,59330,43,Bachelor,Divorced,16,Fashion,36,Student,1,493,Medium,High,Cash,No
872,Female,53027,75,High School,Single,29,Fashion,56,Employed,5,496,High,High,Credit Card,No
873,Female,41543,86,Bachelor,Single,16,Furniture,20,Unemployed,1,629,Medium,High,Cash,No
874,Female,57100,83,Bachelor,Single,25,Fashion,5,Employed,1,334,Medium,Low,Credit Card,Yes
875,Male,39940,92,Bachelor,Married,17,Sports,36,Unemployed,2,648,High,High,Credit Card,Yes
876,Male,45113,1,Master,Single,14,Furniture,4,Employed,4,485,High,High,PayPal,Yes
877,Female,37451,45,Master,Married,14,Beauty,7,Employed,3,715,Medium,High,Cash,Yes
878,Female,59704,82,High School,Married,14,Furniture,89,Student,4,518,Medium,Medium,PayPal,No
879,Female,41289,89,Bachelor,Married,28,Fashion,63,Employed,5,548,Low,Medium,Cash,No
880,Female,55809,31,Bachelor,Single,19,Furniture,54,Retired,1,704,High,High,PayPal,No
881,Male,51322,49,PhD,Married,29,Sports,97,Employed,5,792,High,Medium,PayPal,No
882,Male,74012,98,Master,Married,3,Groceries,80,Employed,3,473,Medium,Medium,Cash,No
883,Male,51042,27,High School,,14,Beauty,56,Student,2,557,Low,High,PayPal,Yes
884,Male,68656,86,High School,Single,24,Beauty,93,Unemployed,5,331,Low,Medium,Cash,Yes
885,Male,62128,62,Bachelor,Divorced,21,Sports,34,Unemployed,1,784,Medium,Low,Cash,No
886,Male,33153,40,High School,Single,6,Sports,90,Employed,3,406,Low,Low,Installments,No
887,Female,41650,77,Master,Married,11,Electronics,56,Student,1,759,Medium,Medium,Installments,No
888,Male,45913,83,High School,Single,22,Fashion,25,Student,3,657,Low,Low,Cash,No
889,Male,58174,25,PhD,Single,28,Furniture,27,Retired,3,633,Low,Medium,PayPal,Yes
890,Male,61638,35,Master,Single,20,Groceries,75,Unemployed,4,363,Low,Medium,Credit Card,No
891,Male,59802,21,Bachelor,Married,13,Sports,68,Employed,2,833,Medium,Medium,Credit Card,Yes
892,Male,38073,57,Bachelor,Married,14,Electronics,14,Employed,1,800,Medium,Medium,Installments,No
893,Male,49722,66,Bachelor,Single,5,Furniture,90,Employed,1,648,Medium,Low,Cash,Yes
894,Female,43726,16,High School,Married,18,Fashion,61,Student,5,475,Medium,High,PayPal,No
895,Male,55533,21,High School,Single,14,Fashion,53,Employed,3,508,Low,Low,Credit Card,No
896,Male,25598,83,High School,Single,13,Fashion,33,Employed,5,717,High,Medium,Credit Card,No
897,Male,49638,86,Bachelor,Single,12,Beauty,94,Employed,5,535,Medium,Medium,Cash,No
898,Male,23555,2,High School,Single,6,Groceries,38,Employed,1,706,Low,Low,Installments,No
899,Male,33731,87,Bachelor,Divorced,15,Furniture,96,Employed,5,409,High,Medium,PayPal,No
900,Male,74482,,Bachelor,Married,18,Groceries,17,Employed,2,367,Low,Low,Credit Card,No
